"Year","Month","site","mean_temp_c","max_temp_c","min_temp_c"
2010,12,"CARP",13.3794,14.161,11.428
2010,12,"GOLB",13.0222,14.505,10.98
2010,12,"IVEE",13.0509,14.266,10.932
2010,12,"MOHK",13.0768,14.457,11.029
2010,12,"NAPL",13.1058,14.194,10.736
2010,12,"SCDI",12.7356,13.522,12.001
2010,12,"SCTW",12.7584,13.522,12.02
2011,1,"ABUR",13.0912,14.649,11.904
2011,1,"AHND",12.8463,14.529,11.346
2011,1,"AQUE",12.9977,14.721,11.419
2011,1,"BULL",12.8599,21.079,11.22
2011,1,"CARP",13.1442,14.314,12.098
2011,1,"GOLB",13.2531,14.697,12.171
2011,1,"IVEE",13.0107,14.194,12.01
2011,1,"MOHK",13.2085,14.816,12.437
2011,1,"NAPL",13.1825,14.409,12.025
2011,1,"SCDI",12.611,13.978,10.785
2011,1,"SCTW",12.7332,14.242,11.07
2011,2,"ABUR",13.5751,24.243,11.807
2011,2,"AHND",13.2801,14.266,11.248
2011,2,"AQUE",13.3385,14.601,11.273
2011,2,"BULL",13.1735,14.314,11.467
2011,2,"CARP",13.7838,14.649,12.219
2011,2,"GOLB",13.6598,14.505,11.929
2011,2,"IVEE",13.3769,14.15,11.49
2011,2,"MOHK",13.6556,14.697,11.613
2011,2,"NAPL",13.508,14.601,11.321
2011,2,"SCDI",13.0937,14.17,11.394
2011,2,"SCTW",13.2577,14.553,11.467
2011,3,"ABUR",11.8147,14.074,9.903
2011,3,"AHND",11.3664,13.978,9.805
2011,3,"AQUE",11.4675,14.553,9.78
2011,3,"BULL",11.2394,13.137,9.608
2011,3,"CARP",12.4571,14.146,10.345
2011,3,"GOLB",12.0944,14.242,10.1
2011,3,"IVEE",11.6187,13.497,9.7
2011,3,"MOHK",12.1457,13.93,9.903
2011,3,"NAPL",11.7605,13.882,9.879
2011,3,"SCDI",11.9856,13.305,10.663
2011,3,"SCTW",12.185,13.473,10.736
2011,4,"ABUR",12.135,14.697,10.051
2011,4,"AHND",11.7466,15.772,9.534
2011,4,"AQUE",11.8628,16.129,9.558
2011,4,"BULL",11.5537,14.792,9.485
2011,4,"CARP",13.2753,15.151,11.005
2011,4,"GOLB",12.5745,14.912,10.051
2011,4,"IVEE",11.8052,14.67,9.78
2011,4,"MOHK",12.5994,15.127,10.247
2011,4,"NAPL",12.1188,14.888,10.001
2011,4,"SCDI",12.7629,14.505,11.005
2011,4,"SCTW",13.1412,15.223,11.127
2011,5,"ABUR",12.0565,15.891,9.756
2011,5,"AHND",11.7351,15.39,9.558
2011,5,"AQUE",11.852,15.461,9.706
2011,5,"BULL",11.5415,15.151,9.731
2011,5,"CARP",12.9762,15.509,10.369
2011,5,"GOLB",12.5899,15.819,9.854
2011,5,"IVEE",11.7353,14.84,9.61
2011,5,"MOHK",12.5606,15.843,9.829
2011,5,"NAPL",11.9933,14.984,9.854
2011,5,"SCDI",12.4127,13.738,10.98
2011,5,"SCTW",12.875,15.008,11.175
2011,6,"ABUR",13.7328,18.176,9.952
2011,6,"AHND",12.9215,16.106,9.682
2011,6,"AQUE",13.8903,18.628,9.706
2011,6,"BULL",13.5376,16.75,9.903
2011,6,"CARP",14.4067,18.152,10.59
2011,6,"GOLB",14.3152,18.628,10.075
2011,6,"IVEE",13.2823,17.796,9.78
2011,6,"MOHK",14.2231,18.604,10.222
2011,6,"NAPL",13.6126,17.439,9.879
2011,6,"SCDI",13.289,17.296,10.394
2011,6,"SCTW",13.8367,18.01,10.051
2011,7,"ABUR",15.7711,19.11,12.93
2011,7,"AQUE",16.5881,20.484,12.461
2011,7,"BULL",15.6607,19.59,12.171
2011,7,"CARP",16.428,20.126,13.233
2011,7,"GOLB",16.5958,19.674,13.81
2011,7,"IVEE",14.9617,18.35,12.45
2011,7,"MOHK",16.5702,19.318,13.473
2011,7,"NAPL",15.9574,19.056,12.582
2011,7,"SCDI",16.5896,19.246,14.026
2011,7,"SCTW",17.3703,20.46,14.84
2011,8,"ABUR",15.249,18.39,12.42
2011,8,"AQUE",16.2864,19.484,12.654
2011,8,"BULL",15.4919,18.34,11.929
2011,8,"CARP",15.8727,18.247,12.799
2011,8,"GOLB",16.2955,18.628,12.775
2011,8,"IVEE",15.0078,18.17,11.59
2011,8,"MOHK",15.9521,18.747,12.63
2011,8,"NAPL",15.4289,18.295,11.904
2011,8,"SCDI",16.3194,18.319,13.882
2011,8,"SCTW",16.9247,18.76,15.27
2011,9,"ABUR",15.3046,17.772,12.33
2011,9,"AQUE",15.7399,18.414,12.34
2011,9,"BULL",15.6844,17.63,12.678
2011,9,"CARP",16.13,18.414,13.353
2011,9,"GOLB",16.0917,18.557,13.305
2011,9,"IVEE",15.0567,17.344,12.122
2011,9,"MOHK",15.8475,18.176,12.727
2011,9,"NAPL",15.3805,17.772,12.437
2011,9,"SCDI",16.2421,17.51,13.786
2011,9,"SCTW",16.7706,18.49,15.031
2011,10,"ABUR",15.1283,17.605,11.65
2011,10,"AQUE",15.2702,17.986,11.394
2011,10,"BULL",15.056,17.63,11.419
2011,10,"CARP",15.7857,18.889,12.171
2011,10,"GOLB",15.7209,18.057,12.195
2011,10,"IVEE",14.8908,17.51,11.68
2011,10,"MOHK",15.6196,18.176,12.025
2011,10,"NAPL",15.2946,17.891,12.001
2011,10,"SCDI",15.788,17.534,14.314
2011,10,"SCTW",16.1818,18.2,14.792
2011,11,"ABUR",14.6983,16.11,12.147
2011,11,"AQUE",14.6226,16.511,11.2
2011,11,"BULL",14.4676,16.49,11.832
2011,11,"CARP",14.8623,16.201,12.389
2011,11,"GOLB",14.8947,16.344,12.582
2011,11,"IVEE",14.566,15.986,12.001
2011,11,"MOHK",14.8756,16.344,12.171
2011,11,"NAPL",14.7738,16.225,11.734
2011,11,"SCDI",14.7392,16.796,11.953
2011,11,"SCTW",15.0329,17.18,12.727
2011,12,"ABUR",14.1407,15.581,13.35
2011,12,"AQUE",14.165,15.247,13.209
2011,12,"BULL",13.9176,14.58,13.04
2011,12,"CARP",14.1117,15.557,13.401
2011,12,"GOLB",14.1745,15.39,13.522
2011,12,"IVEE",14.1146,15.414,13.47
2011,12,"MOHK",14.221,15.605,13.305
2011,12,"NAPL",14.2922,15.27,13.786
2011,12,"SCDI",13.9802,15.342,13.064
2011,12,"SCTW",14.092,15.414,12.92
2012,1,"ABUR",13.98,14.625,11.953
2012,1,"AQUE",13.9645,14.721,12.219
2012,1,"BULL",13.6938,14.49,12.389
2012,1,"CARP",14.035,14.649,13.425
2012,1,"GOLB",14.1261,14.84,12.871
2012,1,"IVEE",13.9007,14.553,12.703
2012,1,"MOHK",14.0542,14.721,12.292
2012,1,"NAPL",13.944,14.553,12.36
2012,1,"SCDI",13.6307,14.529,11.394
2012,1,"SCTW",13.7862,14.76,12.025
2012,2,"ABUR",13.2601,14.768,11.102
2012,2,"AQUE",12.9699,15.175,10.761
2012,2,"BULL",12.661,14.49,10.638
2012,2,"CARP",13.5996,15.294,11.54
2012,2,"GOLB",13.5575,15.342,11.443
2012,2,"IVEE",13.0964,14.625,11.078
2012,2,"MOHK",13.3969,14.96,11.175
2012,2,"NAPL",13.078,14.481,10.8
2012,2,"SCDI",12.8669,13.882,11.783
2012,2,"SCTW",12.9656,14.07,11.662
2012,3,"ABUR",11.8437,13.401,10.051
2012,3,"AQUE",11.7371,13.954,9.829
2012,3,"BULL",11.4317,13.112,9.805
2012,3,"CARP",12.2381,13.786,10.394
2012,3,"GOLB",12.1496,13.954,10.345
2012,3,"IVEE",11.5934,13.401,9.977
2012,3,"MOHK",12.0064,13.666,10.026
2012,3,"NAPL",11.5594,13.497,9.77
2012,3,"SCDI",11.9687,12.799,11.175
2012,3,"SCTW",12.101,13.425,11.2
2012,4,"ABUR",12.1161,14.84,10.271
2012,4,"AQUE",12.0526,14.505,9.928
2012,4,"BULL",11.7469,14.242,9.485
2012,4,"CARP",12.8055,15.843,10.59
2012,4,"GOLB",12.6209,15.031,10.075
2012,4,"IVEE",11.7092,13.882,9.854
2012,4,"MOHK",12.4015,15.796,10.026
2012,4,"NAPL",11.8827,14.481,9.85
2012,4,"SCDI",12.2024,13.329,10.907
2012,4,"SCTW",12.3564,13.738,10.761
2012,5,"ABUR",13.5857,15.843,10.467
2012,5,"AQUE",13.4254,16.534,10.149
2012,5,"BULL",12.6387,15.867,10.271
2012,5,"CARP",14.5248,16.796,11.492
2012,5,"GOLB",14.4546,16.749,10.565
2012,5,"IVEE",13.1699,15.748,10.296
2012,5,"MOHK",14.0639,16.415,10.32
2012,5,"NAPL",13.4321,16.272,10.2
2012,5,"SCDI",13.2416,15.414,11.613
2012,5,"SCTW",13.611,15.819,11.565
2012,6,"ABUR",15.4465,17.891,12.098
2012,6,"AQUE",15.3616,18.271,11.224
2012,6,"BULL",14.4311,17.724,10.565
2012,6,"CARP",16.2387,18.247,13.04
2012,6,"GOLB",16.21,18.129,12.606
2012,6,"IVEE",14.7166,17.51,11.856
2012,6,"MOHK",15.9402,17.986,12.896
2012,6,"NAPL",15.0519,18.033,11.06
2012,6,"SCDI",15.243,17.534,11.71
2012,6,"SCTW",15.8822,18.081,12.534
2012,7,"ABUR",14.7038,18.319,12.34
2012,7,"AHND",15.6695,18.2,12.727
2012,7,"AQUE",15.4717,18.224,12.243
2012,7,"BULL",15.1589,17.629,12.485
2012,7,"CARP",14.9899,18.39,12.799
2012,7,"GOLB",15.8024,18.604,13.257
2012,7,"IVEE",14.5699,17.32,12.534
2012,7,"MOHK",15.1792,18.438,12.34
2012,7,"NAPL",15.0043,17.558,12.05
2012,7,"SCDI",15.5399,17.106,13.088
2012,7,"SCTW",16.0132,17.915,14.05
2012,8,"ABUR",15.7645,19.746,12.968
2012,8,"AHND",16.8572,20.674,13.016
2012,8,"AQUE",16.8746,20.579,13.353
2012,8,"BULL",16.6849,19.175,13.209
2012,8,"CARP",16.2251,18.818,13.401
2012,8,"GOLB",16.8945,20.603,13.906
2012,8,"IVEE",15.574,19.294,12.727
2012,8,"MOHK",16.3902,20.817,13.11
2012,8,"NAPL",16.4302,20.079,12.001
2012,8,"SCDI",17.8656,20.031,14.433
2012,8,"SCTW",18.3738,20.817,15.652
2012,9,"ABUR",16.5586,19.984,14.002
2012,9,"AHND",17.4604,19.936,13.786
2012,9,"AQUE",17.4926,20.269,13.81
2012,9,"BULL",17.1765,19.936,13.858
2012,9,"CARP",16.7093,18.889,14.84
2012,9,"GOLB",17.425,19.841,15.342
2012,9,"IVEE",16.3347,18.961,13.882
2012,9,"MOHK",17.0549,20.269,14.4
2012,9,"NAPL",16.9961,19.246,14.266
2012,9,"SCDI",18.6847,19.841,16.558
2012,9,"SCTW",19.0804,20.698,17.796
2012,10,"ABUR",17.4895,19.912,13.882
2012,10,"AHND",17.231,19.722,13.497
2012,10,"AQUE",17.2135,19.603,13.57
2012,10,"BULL",16.9553,19.698,13.546
2012,10,"CARP",18.2833,20.436,15.843
2012,10,"GOLB",18.05,19.722,14.433
2012,10,"IVEE",17.3393,19.698,13.906
2012,10,"MOHK",17.8639,20.103,13.8
2012,10,"NAPL",17.5394,19.484,13.497
2012,10,"SCDI",18.4467,20.055,14.745
2012,10,"SCTW",18.8234,20.579,15.151
2012,11,"ABUR",15.3956,17.748,12.001
2012,11,"AHND",15.576,17.796,12.074
2012,11,"AQUE",15.502,17.867,12.147
2012,11,"BULL",15.501,17.819,12.847
2012,11,"CARP",15.8012,17.796,12.292
2012,11,"GOLB",15.6295,17.867,11.734
2012,11,"IVEE",15.3596,17.605,12.292
2012,11,"MOHK",15.5211,18.033,11.83
2012,11,"NAPL",15.4138,17.51,12.316
2012,11,"SCDI",16.1155,18.033,14.194
2012,11,"SCTW",16.2219,18.438,14.481
2012,12,"ABUR",14.8714,16.392,12.823
2012,12,"AHND",14.7831,16.844,12.534
2012,12,"AQUE",14.6993,16.63,12.63
2012,12,"BULL",14.5228,16.201,12.413
2012,12,"CARP",15.0434,16.558,13.04
2012,12,"GOLB",15.0248,16.487,13.064
2012,12,"IVEE",14.9493,16.415,12.871
2012,12,"MOHK",14.876,16.701,12.69
2012,12,"NAPL",14.9088,16.296,12.678
2012,12,"SCDI",14.7587,16.201,12.823
2012,12,"SCTW",14.7344,16.272,13.088
2013,1,"ABUR",12.5601,13.497,11.297
2013,1,"AHND",12.3572,13.449,11.102
2013,1,"AQUE",12.4129,13.449,10.834
2013,1,"BULL",12.2746,13.233,10.785
2013,1,"CARP",12.7854,13.738,11.807
2013,1,"GOLB",12.5673,13.522,11.321
2013,1,"IVEE",12.5436,13.377,11.078
2013,1,"MOHK",12.61,13.978,11.22
2013,1,"NAPL",12.4729,13.546,11.37
2013,1,"SCDI",12.8477,13.69,12.05
2013,1,"SCTW",12.8741,13.81,11.929
2013,2,"ABUR",12.6954,13.978,11.613
2013,2,"AHND",12.4155,13.473,10.663
2013,2,"AQUE",12.5762,13.449,10.638
2013,2,"BULL",12.2671,13.233,10.638
2013,2,"CARP",12.9311,13.882,11.904
2013,2,"GOLB",12.6388,13.762,11.37
2013,2,"IVEE",12.8718,13.906,11.613
2013,2,"MOHK",12.8597,14.074,11.57
2013,2,"NAPL",12.5501,13.497,11.029
2013,2,"SCDI",12.6261,13.377,11.686
2013,3,"ABUR",13.0477,15.079,11.492
2013,3,"AHND",12.9657,15.127,11.127
2013,3,"AQUE",13.1319,15.414,11.297
2013,3,"BULL",12.8188,14.864,11.102
2013,3,"CARP",13.5268,15.294,11.613
2013,3,"GOLB",12.8984,14.697,11.54
2013,3,"IVEE",13.3702,15.127,11.807
2013,3,"MOHK",13.3114,14.936,11.637
2013,3,"NAPL",12.881,14.625,11.321
2013,3,"SCDI",12.4233,12.992,11.783
2013,4,"ABUR",12.8957,15.939,9.903
2013,4,"AHND",12.5198,15.581,9.534
2013,4,"AQUE",12.6962,15.509,9.682
2013,4,"BULL",12.4046,15.438,9.682
2013,4,"CARP",13.6277,16.01,10.296
2013,4,"GOLB",12.6553,16.225,9.657
2013,4,"IVEE",13.3293,16.32,9.805
2013,4,"MOHK",13.221,16.082,10.026
2013,4,"NAPL",12.7802,15.891,9.731
2013,4,"SCDI",12.8188,14.505,11.321
2013,5,"ABUR",15.0511,17.582,11.248
2013,5,"AHND",14.5533,17.415,10.296
2013,5,"AQUE",14.7532,17.582,10.394
2013,5,"BULL",13.7174,17.249,10.467
2013,5,"CARP",16.1775,18.295,13.257
2013,5,"GOLB",14.5422,17.605,10.858
2013,5,"IVEE",15.7372,18.033,11.175
2013,5,"MOHK",15.6948,18.081,11.759
2013,5,"NAPL",14.8728,17.082,10.956
2013,5,"SCDI",13.8493,15.891,12.195
2013,6,"ABUR",16.0001,18.343,13.257
2013,6,"AHND",15.8392,19.151,11.613
2013,6,"AQUE",16.1326,18.937,11.662
2013,6,"BULL",15.2271,17.962,11.005
2013,6,"CARP",16.9643,19.341,14.026
2013,6,"GOLB",15.5797,18.889,12.509
2013,6,"IVEE",16.7861,19.199,13.786
2013,6,"MOHK",16.4611,19.222,13.594
2013,6,"NAPL",15.9114,18.675,12.389
2013,6,"SCDI",15.7238,18.628,12.944
2013,7,"AHND",16.1136,20.103,12.025
2013,7,"AQUE",16.4293,20.293,12.485
2013,7,"BULL",15.895,19.984,11.953
2013,7,"CARP",16.3507,20.055,12.968
2013,7,"GOLB",15.6022,18.723,13.69
2013,7,"IVEE",19.0195,20.293,16.392
2013,7,"MOHK",16.5772,20.388,12.654
2013,7,"NAPL",15.785,19.841,12.437
2013,7,"SCDI",16.824,19.436,14.074
2013,7,"SCTW",16.8626,17.962,15.199
2013,8,"AHND",16.456,18.985,13.161
2013,8,"AQUE",16.6193,19.103,13.762
2013,8,"BULL",15.7797,18.675,13.137
2013,8,"SCDI",16.7588,18.675,14.146
2013,8,"SCTW",17.3688,18.842,14.912
2013,9,"AHND",15.9966,21.008,12.243
2013,9,"AQUE",16.1678,20.484,12.34
2013,9,"BULL",15.4637,19.555,12.171
2013,9,"SCDI",17.4343,19.722,13.257
2013,9,"SCTW",18.2127,20.198,15.175
2013,10,"AHND",16.5778,18.747,13.064
2013,10,"AQUE",16.7115,18.699,12.606
2013,10,"BULL",16.4726,18.557,13.04
2013,10,"SCDI",17.2072,18.557,13.209
2013,10,"SCTW",17.5136,18.723,14.433
2013,11,"AHND",16.042,17.415,13.088
2013,11,"AQUE",16.145,17.391,13.329
2013,11,"BULL",15.8446,17.51,14.002
2013,11,"SCDI",16.3908,17.534,13.016
2013,11,"SCTW",16.4631,17.558,14.505
2013,12,"AHND",14.5309,16.225,12.606
2013,12,"AQUE",14.5551,16.225,12.485
2013,12,"BULL",14.3586,16.296,12.896
2013,12,"SCDI",14.4264,16.153,12.268
2013,12,"SCTW",14.4543,16.177,12.171
2014,1,"ABUR",20.4446,33.704,19.365
2014,1,"AHND",15.1426,16.153,13.834
2014,1,"AQUE",15.2089,16.01,13.978
2014,1,"BULL",14.9734,15.843,13.834
2014,1,"CARP",15.823,16.082,15.581
2014,1,"GOLB",15.5301,16.106,15.079
2014,1,"IVEE",15.3027,15.819,14.96
2014,1,"MOHK",20.4928,22.657,13.882
2014,1,"NAPL",15.2878,15.843,14.433
2014,1,"SCDI",14.6144,15.39,13.209
2014,1,"SCTW",14.6655,15.414,13.738
2014,2,"ABUR",15.1086,21.581,12.098
2014,2,"AHND",14.3127,15.438,12.968
2014,2,"AQUE",14.4178,15.438,13.112
2014,2,"BULL",14.0696,15.461,12.799
2014,2,"CARP",14.9981,15.939,13.738
2014,2,"GOLB",14.8013,15.843,13.257
2014,2,"IVEE",14.4336,15.223,13.04
2014,2,"MOHK",15.2251,21.485,13.594
2014,2,"NAPL",14.4943,15.366,13.185
2014,2,"SCDI",13.8383,14.912,11.88
2014,2,"SCTW",13.9373,14.936,12.243
2014,3,"ABUR",14.7887,16.892,11.127
2014,3,"AHND",14.3485,16.82,10.712
2014,3,"AQUE",14.4727,16.868,10.614
2014,3,"BULL",14.0906,16.511,10.761
2014,3,"CARP",15.3857,17.13,11.953
2014,3,"GOLB",15.0566,17.486,11.273
2014,3,"IVEE",18.3155,38.449,8.99
2014,3,"MOHK",15.1141,17.296,11.37
2014,3,"NAPL",14.6999,16.701,11.175
2014,3,"SCDI",14.3192,15.39,12.871
2014,3,"SCTW",14.514,15.676,12.823
2014,4,"ABUR",12.5428,15.819,10.443
2014,4,"AHND",12.2962,15.461,10.075
2014,4,"AQUE",12.4617,15.247,10.247
2014,4,"BULL",12.1174,14.697,10.001
2014,4,"CARP",13.3028,16.415,11.053
2014,4,"GOLB",13.0226,16.32,10.443
2014,4,"IVEE",14.8183,22.321,10.345
2014,4,"MOHK",12.9866,16.392,10.418
2014,4,"NAPL",12.4208,15.366,10.369
2014,4,"SCDI",13.2079,14.337,11.904
2014,4,"SCTW",13.4148,14.601,12.413
2014,5,"ABUR",13.9346,17.819,10.467
2014,5,"AHND",12.2635,13.522,11.346
2014,5,"AQUE",13.5875,17.415,10.173
2014,5,"BULL",13.053,16.344,10.418
2014,5,"CARP",15.0391,18.152,11.321
2014,5,"GOLB",14.4368,17.486,10.638
2014,5,"IVEE",13.5708,16.892,10.345
2014,5,"MOHK",14.4991,18.081,10.565
2014,5,"NAPL",13.7857,18.057,10.834
2014,5,"SCDI",13.9336,17.153,11.759
2014,5,"SCTW",14.2627,17.677,11.88
2014,6,"ABUR",16.1299,20.936,13.329
2014,6,"AQUE",16.6106,20.222,12.654
2014,6,"BULL",15.6819,19.746,12.195
2014,6,"CARP",17.0399,21.27,14.17
2014,6,"GOLB",16.6949,20.984,14.002
2014,6,"IVEE",15.6389,20.174,12.944
2014,6,"MOHK",16.8733,21.366,13.954
2014,6,"NAPL",16.3883,20.007,12.703
2014,6,"SCDI",15.6087,17.034,13.978
2014,6,"SCTW",16.1395,18.057,14.218
2014,7,"ABUR",18.1227,20.96,14.314
2014,7,"AHND",17.6745,20.96,14.146
2014,7,"AQUE",18.4248,20.793,14.84
2014,7,"BULL",17.8048,20.674,12.968
2014,7,"CARP",18.7278,21.533,15.366
2014,7,"GOLB",18.9998,21.032,16.606
2014,7,"IVEE",17.563,20.079,15.175
2014,7,"MOHK",18.8701,21.628,15.581
2014,7,"NAPL",18.5995,20.793,14.529
2014,7,"SCDI",19.4539,21.246,15.199
2014,7,"SCTW",20.0396,21.413,16.558
2014,8,"ABUR",16.7191,19.77,14.122
2014,8,"AHND",17.2999,19.651,14.002
2014,8,"AQUE",17.6051,19.841,14.05
2014,8,"BULL",17.1173,19.508,14.17
2014,8,"CARP",17.3475,20.222,14.816
2014,8,"GOLB",17.5617,19.817,15.127
2014,8,"IVEE",16.4387,19.08,14.29
2014,8,"MOHK",17.3427,20.269,14.649
2014,8,"NAPL",17.3553,19.722,14.84
2014,9,"ABUR",17.9714,21.246,14.553
2014,9,"AHND",17.7453,20.674,13.594
2014,9,"AQUE",18.0217,20.889,13.858
2014,9,"BULL",17.2449,20.055,13.762
2014,9,"CARP",18.7916,20.746,16.32
2014,9,"GOLB",18.661,21.772,15.031
2014,9,"IVEE",17.5851,19.865,14.17
2014,9,"MOHK",18.5815,21.366,15.294
2014,9,"NAPL",18.2579,20.984,14.242
2014,10,"ABUR",20.0046,22.393,16.487
2014,10,"AHND",19.2677,22.13,15.103
2014,10,"AQUE",19.5632,22.034,15.223
2014,10,"BULL",19.1992,21.843,14.481
2014,10,"CARP",20.5982,22.369,18.295
2014,10,"GOLB",20.3736,22.154,17.368
2014,10,"IVEE",19.7072,21.843,16.225
2014,10,"MOHK",20.3621,22.274,17.082
2014,10,"NAPL",19.7698,21.987,16.392
2014,11,"ABUR",18.3241,19.222,15.963
2014,11,"AHND",18.082,19.532,15.318
2014,11,"AQUE",18.179,19.246,15.986
2014,11,"BULL",17.8448,18.889,15.199
2014,11,"CARP",18.624,19.365,18.01
2014,11,"GOLB",18.4583,19.365,17.082
2014,11,"IVEE",18.2413,19.294,16.344
2014,11,"MOHK",18.4974,19.436,16.344
2014,11,"NAPL",18.3873,19.698,16.892
2014,12,"ABUR",17.6192,18.628,15.843
2014,12,"AHND",17.5342,18.842,14.649
2014,12,"AQUE",17.4164,18.747,15.27
2014,12,"BULL",17.2522,18.438,15.318
2014,12,"CARP",17.5342,18.58,15.915
2014,12,"GOLB",17.5182,18.842,15.414
2014,12,"IVEE",17.5275,18.723,15.748
2014,12,"MOHK",17.6673,19.08,15.819
2014,12,"NAPL",17.7109,18.818,16.368
2015,1,"ABUR",16.1931,16.844,15.318
2015,1,"AHND",16.1486,16.606,15.414
2015,1,"AQUE",16.2248,16.749,15.7
2015,1,"BULL",16.1108,16.582,15.318
2015,1,"CARP",16.057,16.487,15.414
2015,1,"GOLB",16.0754,16.558,15.175
2015,1,"IVEE",16.0682,16.558,15.509
2015,1,"MOHK",16.179,16.558,15.342
2015,1,"NAPL",16.2363,16.749,15.843
2015,2,"ABUR",16.3564,17.011,15.891
2015,2,"BULL",16.0587,16.129,15.939
2015,2,"NAPL",16.2211,16.796,13.954
2015,3,"NAPL",14.812,15.605,13.497
